region,routing_region,puuid
br1,americas,wlH6Zua7FI88TJav8edgOoHQnY9BQnJMHE_75U85g7_n5L0vdtahlu5hPEQ0-lzCvJdIrArZIK91_Q
br1,americas,RTY9ZpwaXvgJup39Uxc1wHN-9O3KH43JU7pPx8g6sRCeh1N_EywgtaTfT9P-nEWSt9-KN_rdP8Xn5Q
br1,americas,pt0LIhTONPuI1fyvqGjvPEHwFm0sB8O4Tn0fUinNbHa9O8LIDab0SWUn18g2KAyZ7cL7ezg-vtgXvw
br1,americas,z2PbLNHLmlK7KW0a9s-6Rnt6waS6FCLRRA42zK4UifOMJjuw8OV3jYVRNKhZZa_McGeHbcX9_Z8P3g
br1,americas,ZSJ_lUeGx9QzmY5-ppSmJJXZlqvFYYsit1rt4G4S8WMSqA9XxZ32mmUQNmH0BCOcRkt7ZKUg-Vl88g
br1,americas,6IxU99HImHOHmx10hC1hpXZTCOFGJ8jkDHvzCTuoLMEgk8hRi2xqH6NKRaolwhtWJEoeiyqwx0dEKA
br1,americas,Ee4atK8CV87vrSDbkiSphOB56fWd9nliUAjf9gyEQHQolznNADPG0XrHSth75231QOv362A8CBio2Q
br1,americas,sBPgamFqgqhhEElbuf7ueJ_3beRj9AGsl7dCptvZ7CnbjPz-5whk3lBviK3zE3YaDYBLpR7eSOH9mw
br1,americas,XlbMdnCKpZKzj7fBPvA71GhkfmtBGodBn-rwDDEPnJ8yEO_WQMgISSttVYQLrhhQPG93zKaGkm4j-w
br1,americas,n1ktWk4d6NA-xFYUwJ7I3TAWhrUl6Xdj7Ww0papv7KOrOh0HCIMkWMdmJ_kgFFaEhTgowIXYw0z36g
br1,americas,FaSULB_N_Td71wviJoxpAAv4hQY98AXZzxQ9UCfc1k73hcLy2XRgKJoFahaER2MjVd87UD0-p4aBvw
br1,americas,XnUeHFAUkhYi36EQ3luFxjZZQj0E2dmqhxw8ns5jpkc0v6NxtZSSp8H0_Vpw32Gwjf2IOhOl8xvqqQ
br1,americas,161ol1Jq5Hlz2WO5A_NTj5JPr-Eb6-X3ar9LxLueXQHR_offxJyKl5i_GeCF3w96CYmn27_B7rOtEw
br1,americas,7ykfqUEdajNyqPsA971cfKGq12_NghP90LroxnhLuq4CRKlrlteVpAqql3QEpVHlh9uAGoUQ5AE9hQ
br1,americas,aD0c89YlFEMW9oho2iCvCsqDKIH9aUZESv4y-X34E8i7KzqybtSklC2_YZmtn7_yAXf_GAzmEsAWOg
br1,americas,ROtbG3nvlSx-AOy20e3JR6s4t1krP7e2R0vZoOM-zVgaUw_bfv3sQci-PSuVZtN4kfZ_u8xZnojiqg
br1,americas,QwwTxLz3jHmFCH08Rz-HDSde2RkR2pHzyTanWzq-iYnQJTQhCWfy-V9wYXOmZOXuLBKMhW_Ue3RtHA
