region,routing_region,match_id,puuid,champion,kills,deaths,assists,gold_earned,total_damage_to_champions,vision_score,win
tr1,europe,TR1_1725247871,1R2ZFp1oVg3HcK5F46-jo7UVcPwcNhCBdZGukoK-PaM3w6hK9QxknJgt8tUqgdRybxcwO5ym0IjjIQ,Samira,1,6,1,7245,8635,11,0
tr1,europe,TR1_1725247871,xVojGu2YoQEIIPSzNv9_Z5AYyHyzN9VyqVoik1OwdIsGsYO4VUWU790x_ziYcXT-IKElDotWM_hEOQ,Janna,1,3,1,5698,6575,45,0
tr1,europe,TR1_1725247871,Zzqb4IkwQAO42SeBcuW7-IPVQuWzKIh14bkhQ7jk8LC_UONVP2n3zWCAiBML_MjTWiTz8MUC4HNxLg,Vayne,3,5,0,9346,11932,8,1
tr1,europe,TR1_1725247871,rUERPT1ILs6_T3RniA8SfgTGntR3NjmwYrOHNJ8e7GCTMZ60z5bIet5bZ4Ejgu5_-fz_5XzzwZ887g,Graves,5,0,6,11704,16206,23,1
tr1,europe,TR1_1725247871,gKXgqta_M0I6IkfTcoRlB5EOZ2xipYPpWwnQDHM4kdkS_EwjXHnzMP8IQGHtq529wqgqR5phf1XF0A,Akali,14,0,0,13381,26597,14,1
tr1,europe,TR1_1725247871,0kWHjK2dspUMVx6e8nhihkAxTs7uW6N9kdz010CN_SSCxANXBUnBFDITVbE852SZdJZw_imXBK7gWg,Ziggs,3,0,5,10017,15658,14,1
tr1,europe,TR1_1725247871,TDP_gPRNabSHV66ElUPjTiCfFFJ0h-oj5i4HPaJNDhaBQJ38krt7ULtpazuMEGiM0dKSYos5qZFBKw,Milio,0,3,12,6579,3767,80,1
tr1,europe,TR1_1725260471,DDYTa87a55drw4TWiZG48lnt_XK6q_yRMBGLGgAKw2naLm5bD9FM2zqK_B2NskCzpS0BgSYkmt8vLA,Gwen,1,7,8,8011,12355,10,1
tr1,europe,TR1_1725260471,-iQ_4lgKEA3oRRmpG5t_Md0F8rLSY1VsCzxs2yxjMRVWPAl-V7fRIgjYtx96-ZyD_StCazKtsIuG7A,Graves,8,4,5,13673,17648,10,1
tr1,europe,TR1_1725260471,gKXgqta_M0I6IkfTcoRlB5EOZ2xipYPpWwnQDHM4kdkS_EwjXHnzMP8IQGHtq529wqgqR5phf1XF0A,Locke,14,3,5,15317,24615,14,1
tr1,europe,TR1_1725260471,84immjFOlb3MwpfVhnDefbAin4LBT05gqvuSRLV83f0m7HnB3RVx0mxU-KwjMaQD2BCmlEsbjkpOMw,Draven,7,3,8,16077,22729,13,1
tr1,europe,TR1_1725260471,bN_e0zbDump3bmCX1vycpslEuywACFSEkobQQDUaonXm9VyvdsK7spXcBGZScvxRLXwDJpxRaECwTQ,Alistar,0,2,16,7153,5660,78,1
tr1,europe,TR1_1725260471,wnUXR2MVjqfP90pxvLU_ilsf3wHWWKqWRGsfgQs8lphEubLbE8xMXQuTpbUQPEHW7z-oFp89kqTXqQ,KSante,7,6,3,9740,22919,27,0
tr1,europe,TR1_1725260471,eREqZTM-SsWXxWewprMdm-GAAJ1m4t7y3KoPPPpZGc0eC0wdAkPuXlVQTpGQvasXZJEO-alNdQHLfQ,Talon,4,6,2,10477,17580,23,0
tr1,europe,TR1_1725260471,hZ1bvDSMxD2eI696OIEACV3YlNSOGdLr8Q7mD07oXbrV_jGSpXKpw8rMooSihHmoxJaHjN7XcX9knw,Diana,4,9,2,8938,18634,10,0
tr1,europe,TR1_1725260471,njspZN76lhXA7u-TubU1IK8tn8cBobNKJixu9T64zBESNgLvCv-agGfXb8xiKjLHm8Gzqh9RlKGAeQ,Ezreal,2,5,1,7828,9019,8,0
tr1,europe,TR1_1725260471,OdX2KwuVbX9Vkt6NZXJDjcNT61Z3_9_mGlL0dDPxqieGfB3aYtZ8EmE6rwvXBlwKGhTHSWEiAnFVyg,Rell,2,4,8,6476,5796,37,0
tr1,europe,TR1_1725247871,SaPUIPWprrZJdD13vnSPcXcrVjlOUDAsuddT7b_VI8s4-tktD9hL7tXYfTXWZ7a2VqHVVKFJ1jYvdA,Ambessa,3,4,1,7096,8677,14,0
tr1,europe,TR1_1725247871,CV_GlPGtuUhPpjQN0WJpcfLbChyJICTalPJgm76xYnC-62WLXu--kjOj9PcYuTJsfkNrbl65f1OtOQ,Chogath,3,5,1,6892,8792,22,0
tr1,europe,TR1_1725247871,dTx0UY-OtIljUT06giayQwdv4tlYZrCxwgJp-zceONUiFP80FV3Qt5EvoCxGUqWGvc2_4RPryxT4DQ,Zed,0,7,2,6493,9547,8,0
tr1,europe,TR1_1725247871,1R2ZFp1oVg3HcK5F46-jo7UVcPwcNhCBdZGukoK-PaM3w6hK9QxknJgt8tUqgdRybxcwO5ym0IjjIQ,Samira,1,6,1,7245,8635,11,0
tr1,europe,TR1_1725247871,xVojGu2YoQEIIPSzNv9_Z5AYyHyzN9VyqVoik1OwdIsGsYO4VUWU790x_ziYcXT-IKElDotWM_hEOQ,Janna,1,3,1,5698,6575,45,0
tr1,europe,TR1_1725247871,Zzqb4IkwQAO42SeBcuW7-IPVQuWzKIh14bkhQ7jk8LC_UONVP2n3zWCAiBML_MjTWiTz8MUC4HNxLg,Vayne,3,5,0,9346,11932,8,1
tr1,europe,TR1_1725247871,rUERPT1ILs6_T3RniA8SfgTGntR3NjmwYrOHNJ8e7GCTMZ60z5bIet5bZ4Ejgu5_-fz_5XzzwZ887g,Graves,5,0,6,11704,16206,23,1
tr1,europe,TR1_1725247871,gKXgqta_M0I6IkfTcoRlB5EOZ2xipYPpWwnQDHM4kdkS_EwjXHnzMP8IQGHtq529wqgqR5phf1XF0A,Akali,14,0,0,13381,26597,14,1
tr1,europe,TR1_1725247871,0kWHjK2dspUMVx6e8nhihkAxTs7uW6N9kdz010CN_SSCxANXBUnBFDITVbE852SZdJZw_imXBK7gWg,Ziggs,3,0,5,10017,15658,14,1
tr1,europe,TR1_1725247871,TDP_gPRNabSHV66ElUPjTiCfFFJ0h-oj5i4HPaJNDhaBQJ38krt7ULtpazuMEGiM0dKSYos5qZFBKw,Milio,0,3,12,6579,3767,80,1
